return_id,order_id,product_id,return_date,return_reason,refund_amount
5923,54596,555,2026-04-10,Customer Changed Mind,5606.84
5924,29137,421,2025-10-06,Customer Changed Mind,9815.0
5925,30729,629,2026-01-11,Customer Changed Mind,8567.28
5926,88152,1119,2025-06-29,Damaged Product,9697.26
5927,77010,2254,2025-02-14,Defective Product,3782.37
5928,1074,961,2025-12-10,Wrong Item Delivered,5157.47
5929,75240,675,2025-06-06,Late Delivery,7811.47
5930,96122,1685,2026-06-12,Late Delivery,2452.28
5931,65655,672,2025-09-13,Late Delivery,7827.69
5932,35381,1353,2026-07-05,Defective Product,7272.49
5933,92277,2206,2026-04-15,Customer Changed Mind,2068.38
5934,41828,310,2025-04-11,Defective Product,4896.39
5935,28242,2407,2024-12-11,Defective Product,6886.91
5936,28170,1387,2025-10-22,Late Delivery,5502.95
5937,92526,1057,2026-05-23,Wrong Item Delivered,7458.8
5938,28401,2190,2025-07-07,Defective Product,9878.6
5939,80880,2431,2024-09-13,Late Delivery,6639.78
5940,14996,1043,2024-12-13,Late Delivery,186.94
5941,50634,73,2024-07-31,Wrong Item Delivered,9371.66
5942,7337,1661,2026-05-23,Late Delivery,8243.31
5943,84859,2435,2025-11-28,Late Delivery,9413.1
5944,54646,1470,2025-08-13,Wrong Item Delivered,2343.68
5945,604,1434,2026-04-18,Wrong Item Delivered,2181.62
5946,31327,641,2024-08-16,Defective Product,6969.11
5947,93908,745,2026-05-24,Customer Changed Mind,5333.17
5948,56336,2169,2025-09-28,Wrong Item Delivered,8752.11
5949,24730,1818,2026-02-05,Late Delivery,4354.34
5950,88806,1598,2024-10-13,Damaged Product,1398.68
5951,12922,2094,2026-03-14,Wrong Item Delivered,7971.59
5952,64440,1940,2025-07-13,Wrong Item Delivered,9468.57
5953,28054,318,2025-07-31,Late Delivery,5466.17
5954,32789,1070,2025-11-10,Damaged Product,6871.79
5955,30112,662,2025-11-25,Defective Product,473.2
5956,78219,1972,2025-08-28,Defective Product,301.15
5957,53190,2196,2026-04-13,Wrong Item Delivered,8748.34
5958,37654,381,2025-07-30,Customer Changed Mind,526.38
5959,61635,1115,2026-07-01,Late Delivery,8673.78
5960,71568,1350,2025-04-27,Defective Product,5101.07
5961,99046,1363,2024-09-07,Wrong Item Delivered,1353.24
5962,60064,1630,2024-09-20,Customer Changed Mind,3313.73
5963,54478,1878,2025-02-23,Damaged Product,2543.59
5964,3255,235,2025-09-24,Late Delivery,6653.7
5965,2450,1361,2024-12-23,Customer Changed Mind,8666.7
5966,86159,241,2025-02-04,Defective Product,1037.5
5967,73944,605,2026-01-10,Defective Product,4327.91
5968,88734,1268,2026-02-13,Damaged Product,3803.08
5969,61343,768,2025-09-11,Damaged Product,8446.63
5970,22960,674,2025-11-15,Late Delivery,2750.7
5971,15123,230,2025-03-21,Wrong Item Delivered,2505.04
5972,68939,1292,2024-09-30,Customer Changed Mind,596.66
5973,64448,103,2025-11-17,Defective Product,5844.62
5974,62291,575,2025-04-18,Damaged Product,3465.41
5975,17601,322,2025-07-06,Late Delivery,4388.97
5976,47102,1714,2026-03-20,Customer Changed Mind,3589.27
5977,58831,1023,2026-05-14,Customer Changed Mind,4958.7
5978,52052,414,2025-09-21,Customer Changed Mind,4736.2
5979,86786,806,2026-06-30,Wrong Item Delivered,3117.77
5980,66722,1782,2025-04-30,Damaged Product,6636.06
5981,84702,708,2026-02-05,Defective Product,6343.72
5982,96931,847,2025-01-01,Defective Product,4479.2
5983,14354,2319,2026-05-13,Late Delivery,9886.68
5984,41005,195,2025-05-24,Wrong Item Delivered,1538.1
5985,67873,2281,2025-05-11,Late Delivery,6363.04
5986,71343,1354,2026-05-02,Wrong Item Delivered,2073.7
5987,66260,866,2024-08-02,Damaged Product,5907.2
5988,84704,2463,2026-01-20,Defective Product,4633.18
5989,88827,78,2024-12-03,Damaged Product,7445.01
5990,50199,391,2025-06-03,Wrong Item Delivered,4284.74
5991,57425,2062,2024-09-20,Damaged Product,8179.32
5992,96633,980,2025-03-19,Customer Changed Mind,3429.33
5993,84256,2491,2026-03-22,Wrong Item Delivered,3364.03
5994,45147,1582,2025-06-12,Wrong Item Delivered,4732.23
5995,76847,2104,2024-11-28,Late Delivery,3434.97
5996,67165,394,2025-02-04,Customer Changed Mind,2252.52
5997,4520,1770,2024-09-14,Wrong Item Delivered,7335.89
5998,118,1816,2026-06-09,Defective Product,556.26
5999,16594,266,2026-02-28,Wrong Item Delivered,4656.48
6000,2940,1443,2025-02-24,Damaged Product,1275.89
6001,33987,2492,2025-03-17,Defective Product,4171.72
6002,49262,1556,2026-06-06,Damaged Product,9510.58
6003,18256,1911,2024-09-10,Late Delivery,9862.31
6004,84259,2397,2025-05-06,Wrong Item Delivered,1617.11
6005,59491,1325,2024-11-18,Damaged Product,8692.76
6006,51765,1510,2025-10-23,Customer Changed Mind,6647.32
6007,37638,57,2024-12-25,Wrong Item Delivered,5051.71
6008,49035,709,2024-11-12,Late Delivery,9982.67
6009,62355,1219,2026-07-09,Late Delivery,1147.35
6010,25329,218,2025-01-03,Wrong Item Delivered,5242.79
6011,96970,1699,2025-08-18,Late Delivery,6802.68
6012,10298,996,2026-05-18,Damaged Product,6369.03
6013,92730,2293,2025-10-01,Wrong Item Delivered,8689.14
6014,970,2478,2025-04-22,Late Delivery,9463.76
6015,44914,2044,2026-01-16,Wrong Item Delivered,8866.78
6016,43856,483,2025-02-18,Damaged Product,1864.06
6017,33912,2,2025-04-15,Wrong Item Delivered,7458.36
6018,63396,2193,2025-01-15,Defective Product,9444.67
6019,84103,1393,2024-10-13,Defective Product,8545.69
6020,2703,2393,2025-02-22,Damaged Product,4874.6
6021,33940,474,2025-08-29,Late Delivery,289.55
6022,29663,231,2024-12-18,Customer Changed Mind,371.39
6023,21380,2288,2025-10-15,Damaged Product,2854.06
6024,85531,409,2026-01-21,Customer Changed Mind,8267.19
6025,37702,1433,2024-08-25,Late Delivery,4095.28
6026,2321,233,2025-02-28,Customer Changed Mind,6227.39
6027,27935,2094,2024-07-25,Defective Product,4283.85
6028,93607,425,2026-02-21,Defective Product,9030.54
6029,61790,2213,2025-12-27,Customer Changed Mind,2588.55
6030,32388,1085,2026-05-10,Defective Product,6531.69
6031,40630,686,2024-11-09,Late Delivery,1453.25
6032,55690,2325,2026-04-12,Defective Product,1727.29
6033,3904,2380,2025-11-08,Late Delivery,3081.98
6034,8611,320,2026-02-16,Damaged Product,533.43
6035,12078,370,2025-04-18,Damaged Product,3541.49
6036,23884,2137,2025-05-03,Customer Changed Mind,1076.12
6037,45057,1548,2025-12-07,Defective Product,2229.68
6038,40845,2090,2024-09-14,Damaged Product,7962.15
6039,21577,628,2026-03-20,Defective Product,5779.22
6040,93414,408,2026-05-05,Damaged Product,7000.07
6041,81784,740,2025-10-06,Defective Product,5922.89
6042,87847,559,2026-03-14,Late Delivery,8944.73
6043,10764,1834,2025-08-15,Wrong Item Delivered,5326.94
6044,44775,147,2026-06-16,Damaged Product,4934.78
6045,46016,1251,2024-09-26,Late Delivery,4323.59
6046,62269,259,2026-03-09,Late Delivery,4835.15
6047,90217,1788,2026-04-24,Damaged Product,5517.25
6048,67194,29,2024-07-14,Defective Product,2006.92
6049,77719,1867,2026-03-11,Defective Product,3006.95
6050,95542,400,2025-02-17,Wrong Item Delivered,3976.79
6051,54105,705,2024-11-15,Customer Changed Mind,3758.83
6052,30000,2248,2025-12-06,Damaged Product,5072.1
6053,76831,2011,2025-12-05,Defective Product,8814.59
6054,61689,2258,2024-10-20,Defective Product,1333.87
6055,73304,1220,2025-06-12,Defective Product,778.16
6056,2873,1589,2024-08-24,Defective Product,2461.83
6057,75697,186,2024-09-06,Defective Product,7349.07
6058,96945,1630,2025-04-05,Customer Changed Mind,1150.78
6059,61704,630,2026-03-09,Defective Product,9779.14
6060,74442,1316,2024-12-09,Customer Changed Mind,3267.94
6061,65128,1754,2025-10-31,Late Delivery,1993.84
6062,95515,1484,2025-09-10,Late Delivery,7559.57
6063,79158,1982,2025-03-01,Wrong Item Delivered,647.99
6064,17270,2336,2025-05-19,Defective Product,629.91
6065,98475,1099,2026-04-30,Damaged Product,7644.14
6066,38409,431,2024-12-17,Defective Product,5747.49
6067,33642,2314,2025-11-24,Late Delivery,5266.16
6068,10267,1737,2024-08-30,Damaged Product,1672.88
6069,86279,1017,2024-08-21,Late Delivery,6366.71
6070,75376,131,2025-07-13,Customer Changed Mind,2099.52
6071,57246,759,2025-04-23,Wrong Item Delivered,6978.59
6072,97274,1054,2024-09-12,Wrong Item Delivered,9152.16
6073,48858,2420,2025-06-23,Customer Changed Mind,8936.94
6074,80574,2160,2025-09-05,Wrong Item Delivered,793.09
6075,86404,973,2024-10-11,Damaged Product,4998.71
6076,91310,1425,2025-05-08,Late Delivery,7853.58
6077,39044,1717,2025-12-03,Damaged Product,6760.83
6078,60666,2462,2025-10-13,Defective Product,816.57
6079,92172,281,2025-03-11,Customer Changed Mind,8360.92
6080,31882,608,2026-01-27,Late Delivery,9887.61
6081,73804,1046,2026-06-03,Late Delivery,2152.91
6082,7465,2350,2025-08-25,Defective Product,2451.22
6083,53915,2395,2025-09-25,Defective Product,646.94
6084,44227,971,2024-12-12,Defective Product,9145.37
6085,74215,2284,2026-05-19,Defective Product,1118.76
6086,34130,2399,2024-10-22,Damaged Product,3003.35
6087,68509,2430,2026-01-20,Damaged Product,8239.67
6088,58690,2482,2025-08-29,Damaged Product,2424.2
6089,85568,1026,2025-02-08,Defective Product,2599.83
6090,52960,941,2025-02-07,Wrong Item Delivered,8852.82
6091,37273,839,2024-07-26,Customer Changed Mind,2686.58
6092,42951,1741,2025-05-19,Customer Changed Mind,4826.21
6093,28799,1501,2024-07-13,Wrong Item Delivered,5319.82
6094,4382,205,2025-06-02,Wrong Item Delivered,6102.03
6095,50904,1033,2024-08-11,Late Delivery,8770.4
6096,95272,446,2025-09-13,Customer Changed Mind,4212.2
6097,53108,1427,2024-11-08,Wrong Item Delivered,3214.67
6098,6365,61,2026-06-24,Wrong Item Delivered,8769.45
6099,22632,191,2026-01-04,Defective Product,9324.94
6100,12067,311,2024-07-26,Damaged Product,2155.98
6101,33211,132,2026-03-01,Late Delivery,896.75
6102,57006,891,2026-04-12,Customer Changed Mind,3447.82
6103,16788,1103,2025-10-20,Customer Changed Mind,3834.08
6104,26062,1696,2025-12-10,Damaged Product,3661.13
6105,61025,1520,2025-02-05,Defective Product,3377.22
6106,72324,1508,2024-10-26,Late Delivery,3183.02
6107,62117,496,2026-06-14,Late Delivery,6748.58
6108,37783,1044,2026-03-16,Customer Changed Mind,8424.86
6109,13864,860,2026-04-05,Customer Changed Mind,8122.5
6110,28989,1583,2025-02-21,Defective Product,8264.59
6111,88573,1734,2024-08-12,Damaged Product,4069.94
6112,2392,540,2025-12-22,Defective Product,3727.7
6113,36234,520,2024-08-27,Defective Product,1675.17
6114,30492,1458,2025-07-04,Wrong Item Delivered,617.27
6115,57174,2300,2025-03-28,Late Delivery,5013.59
6116,3660,1637,2025-01-01,Defective Product,8093.67
6117,59886,434,2026-07-10,Wrong Item Delivered,4694.75
6118,67461,1831,2025-06-23,Defective Product,7901.5
6119,89776,941,2026-04-11,Wrong Item Delivered,4113.76
6120,26099,1851,2025-05-31,Damaged Product,2791.54
6121,93281,590,2025-06-23,Late Delivery,5139.56
6122,98249,1258,2024-10-09,Defective Product,815.83
6123,57101,565,2024-11-04,Wrong Item Delivered,5856.28
6124,83307,624,2025-06-09,Wrong Item Delivered,5627.34
6125,64458,2408,2025-08-09,Damaged Product,9671.21
6126,74096,1878,2025-06-01,Wrong Item Delivered,1729.2
6127,62540,2383,2025-12-11,Wrong Item Delivered,6614.2
6128,61735,1721,2026-03-05,Defective Product,1518.81
6129,32427,1856,2025-06-05,Wrong Item Delivered,2133.88
6130,36187,650,2024-09-19,Damaged Product,3696.39
6131,94116,22,2026-05-06,Defective Product,6804.19
6132,65513,547,2025-05-11,Customer Changed Mind,9086.12
6133,63423,421,2024-10-21,Late Delivery,9292.29
6134,79793,1979,2024-12-22,Defective Product,6935.19
6135,58050,2394,2024-09-20,Wrong Item Delivered,862.16
6136,35503,533,2025-04-19,Wrong Item Delivered,5449.86
6137,67791,169,2026-01-23,Customer Changed Mind,9430.0
6138,81196,2207,2025-06-28,Defective Product,3352.74
6139,35445,561,2025-06-29,Customer Changed Mind,1422.57
6140,45345,802,2024-07-19,Defective Product,5399.37
6141,35647,2399,2026-01-25,Wrong Item Delivered,5759.86
6142,85447,1211,2026-05-08,Damaged Product,4749.85
6143,62840,1559,2025-09-23,Customer Changed Mind,2080.25
6144,5160,1455,2025-08-30,Late Delivery,2003.08
6145,62470,875,2026-06-17,Wrong Item Delivered,7964.52
6146,72340,2385,2026-06-20,Late Delivery,5738.7
6147,84967,1119,2025-02-27,Late Delivery,6972.67
6148,33273,940,2025-06-16,Late Delivery,8438.26
6149,85838,384,2025-05-22,Late Delivery,8176.19
6150,90169,941,2024-11-06,Wrong Item Delivered,9098.52
6151,60381,143,2026-05-04,Defective Product,562.15
6152,51061,731,2024-11-08,Defective Product,2324.3
6153,68280,668,2025-05-31,Damaged Product,196.65
6154,7571,975,2025-11-09,Late Delivery,9488.34
6155,52806,1268,2025-04-19,Defective Product,4341.0
6156,39031,668,2026-05-23,Customer Changed Mind,4590.02
6157,29565,1169,2025-10-09,Damaged Product,2941.71
6158,33901,1997,2026-05-08,Damaged Product,9102.88
6159,73205,2344,2026-01-02,Wrong Item Delivered,1578.79
6160,33335,2319,2025-03-04,Defective Product,3924.07
6161,88498,1548,2024-11-11,Late Delivery,7592.7
6162,39632,2405,2026-07-05,Wrong Item Delivered,4942.23
6163,43481,2269,2025-06-21,Late Delivery,1017.2
6164,26115,1555,2026-04-26,Late Delivery,4095.23
6165,8073,571,2024-11-25,Wrong Item Delivered,8776.16
6166,78585,1070,2025-12-25,Late Delivery,6675.7
6167,38195,704,2025-10-03,Damaged Product,8234.89
6168,91709,577,2026-06-02,Customer Changed Mind,8779.88
6169,35415,2101,2025-01-30,Wrong Item Delivered,7234.88
6170,27158,784,2025-09-20,Wrong Item Delivered,6207.32
6171,8035,919,2026-05-05,Customer Changed Mind,9930.6
6172,13035,1910,2024-10-24,Defective Product,2518.18
6173,49277,239,2024-10-28,Late Delivery,5998.58
6174,45894,346,2026-01-02,Damaged Product,7435.87
6175,62753,963,2025-03-20,Wrong Item Delivered,4571.94
6176,42041,2066,2025-08-02,Damaged Product,6804.26
6177,88362,1177,2025-05-16,Wrong Item Delivered,1502.11
6178,8141,2268,2025-02-06,Late Delivery,6014.44
6179,92118,38,2024-07-18,Wrong Item Delivered,6303.43
6180,85090,2448,2025-09-25,Customer Changed Mind,3358.04
6181,19154,2196,2024-07-20,Late Delivery,112.86
6182,68609,2302,2025-08-06,Customer Changed Mind,6830.73
6183,70798,1623,2026-02-24,Damaged Product,7711.47
6184,12891,1990,2025-03-28,Customer Changed Mind,5561.18
6185,79892,939,2024-09-14,Customer Changed Mind,7445.16
6186,95746,2287,2025-05-15,Damaged Product,9834.01
6187,79224,1468,2026-05-21,Defective Product,8621.67
6188,83438,1668,2024-08-24,Wrong Item Delivered,3887.84
6189,19216,606,2026-05-01,Damaged Product,9619.99
6190,26214,85,2025-05-02,Damaged Product,5344.79
6191,35894,983,2025-05-24,Wrong Item Delivered,4905.65
6192,65548,2409,2024-11-25,Late Delivery,3390.13
6193,20890,170,2025-03-13,Defective Product,278.96
6194,55142,2185,2025-01-25,Defective Product,1981.13
6195,30515,1844,2025-04-29,Wrong Item Delivered,9704.77
6196,92915,1206,2026-02-28,Damaged Product,9469.69
6197,30218,2244,2025-01-13,Wrong Item Delivered,581.71
6198,81234,2140,2026-02-04,Defective Product,8875.72
6199,38052,1376,2025-04-27,Defective Product,569.67
6200,47135,368,2025-02-04,Damaged Product,1611.42
6201,49556,2332,2024-07-19,Wrong Item Delivered,6765.32
6202,62422,528,2025-06-29,Late Delivery,8998.72
6203,13233,335,2024-07-22,Damaged Product,270.68
6204,24533,2298,2026-03-30,Wrong Item Delivered,8926.86
6205,29477,1548,2024-07-28,Wrong Item Delivered,5225.01
6206,14684,2263,2025-12-07,Defective Product,3363.66
6207,9275,2311,2024-12-08,Defective Product,2469.38
6208,56022,1888,2024-09-19,Customer Changed Mind,9726.7
6209,21996,516,2025-05-05,Wrong Item Delivered,1308.47
6210,35533,892,2024-08-17,Late Delivery,4115.01
6211,82967,2305,2024-10-30,Late Delivery,3238.97
6212,25026,576,2026-07-05,Damaged Product,5033.35
6213,37611,2121,2025-05-22,Wrong Item Delivered,8209.84
6214,54963,283,2026-03-18,Wrong Item Delivered,8715.75
6215,51243,1111,2025-03-04,Defective Product,5168.72
6216,8369,1677,2025-12-06,Defective Product,253.95
6217,85313,982,2025-01-01,Damaged Product,8878.09
6218,29635,1473,2026-01-07,Damaged Product,2022.47
6219,83799,837,2025-08-18,Wrong Item Delivered,4879.12
6220,9807,1260,2025-11-12,Damaged Product,225.55
6221,64031,328,2026-02-09,Defective Product,9327.25
6222,38414,1552,2026-03-02,Wrong Item Delivered,3150.42
6223,35788,1747,2026-05-16,Late Delivery,2536.16
6224,82021,2240,2026-01-23,Late Delivery,4253.98
6225,57512,528,2025-02-11,Defective Product,6452.77
6226,29893,2051,2026-02-08,Wrong Item Delivered,7870.37
6227,6729,627,2026-03-27,Defective Product,2729.25
6228,40615,1887,2025-01-22,Wrong Item Delivered,1643.52
6229,47453,2354,2024-09-01,Late Delivery,3676.73
6230,31004,993,2026-05-25,Defective Product,3457.44
6231,74484,658,2024-10-11,Defective Product,9873.88
6232,82140,1869,2024-11-14,Late Delivery,1732.0
6233,24652,893,2026-05-12,Wrong Item Delivered,8245.71
6234,59207,400,2026-03-27,Late Delivery,6008.94
6235,27007,743,2025-01-11,Wrong Item Delivered,3304.8
6236,20501,811,2024-07-26,Defective Product,4932.39
6237,86951,2478,2026-03-08,Defective Product,4493.77
6238,48554,2437,2026-04-23,Wrong Item Delivered,9933.6
6239,45366,428,2025-12-22,Damaged Product,6300.2
6240,40931,1672,2024-11-18,Late Delivery,7681.0
6241,1352,59,2025-04-30,Customer Changed Mind,5729.73
6242,56521,579,2026-01-09,Late Delivery,4196.49
6243,79551,1252,2025-08-07,Customer Changed Mind,7320.32
6244,71709,2384,2024-07-25,Late Delivery,8700.56
6245,30379,2281,2026-03-17,Wrong Item Delivered,7542.74
6246,60556,2167,2025-01-04,Wrong Item Delivered,5824.47
6247,54812,1642,2025-08-13,Late Delivery,6063.63
6248,92277,1981,2024-11-15,Customer Changed Mind,3829.73
6249,31220,2201,2026-05-19,Customer Changed Mind,4946.51
6250,41462,2278,2026-06-10,Late Delivery,6592.37
6251,18262,1920,2026-04-21,Customer Changed Mind,4523.05
6252,55181,1362,2024-12-10,Defective Product,694.75
6253,1756,1934,2026-01-30,Defective Product,5607.65
6254,63586,1462,2026-03-05,Wrong Item Delivered,4535.02
6255,88512,1631,2025-05-25,Wrong Item Delivered,3491.54
6256,91507,473,2024-09-22,Late Delivery,1503.56
6257,58240,1024,2025-07-30,Customer Changed Mind,6798.24
6258,75528,1206,2025-05-31,Customer Changed Mind,8907.2
6259,29053,2010,2025-05-15,Damaged Product,4058.8
6260,29757,544,2025-09-10,Damaged Product,8995.52
6261,71948,636,2025-12-17,Defective Product,8761.47
6262,45820,2351,2025-02-04,Wrong Item Delivered,818.2
6263,59069,1452,2024-12-02,Customer Changed Mind,7334.45
6264,31269,1880,2026-05-20,Customer Changed Mind,4476.02
6265,63180,2050,2026-07-08,Damaged Product,9221.05
6266,18248,1122,2026-01-09,Wrong Item Delivered,4693.24
6267,11149,189,2025-09-07,Defective Product,3874.92
6268,36372,672,2025-02-13,Late Delivery,2303.17
6269,28421,392,2024-11-07,Damaged Product,9408.36
6270,24298,1429,2026-04-09,Damaged Product,6507.86
6271,69845,322,2025-02-24,Customer Changed Mind,5692.61
6272,13071,600,2025-12-02,Customer Changed Mind,6148.85
6273,76285,181,2025-05-01,Damaged Product,3243.88
6274,4341,1265,2025-06-27,Defective Product,9450.22
6275,22913,312,2025-03-02,Late Delivery,7595.99
6276,83123,2446,2024-10-02,Late Delivery,1218.8
6277,23924,134,2025-02-24,Late Delivery,7014.97
6278,23716,2214,2024-10-25,Defective Product,6764.62
6279,10924,1150,2025-11-03,Wrong Item Delivered,666.6
6280,70968,1352,2025-06-07,Defective Product,6947.15
6281,15978,1229,2025-06-25,Damaged Product,7782.77
6282,836,517,2024-11-21,Damaged Product,4483.06
6283,37858,2116,2025-06-07,Customer Changed Mind,8515.61
6284,67666,2295,2024-12-12,Customer Changed Mind,6628.48
6285,85926,1065,2025-09-06,Late Delivery,1702.59
6286,48761,412,2025-07-05,Wrong Item Delivered,7293.33
6287,35124,1096,2024-12-20,Late Delivery,9849.07
6288,4691,1477,2026-01-08,Wrong Item Delivered,4375.55
6289,84677,1774,2025-08-28,Customer Changed Mind,7217.51
6290,99691,1631,2024-11-28,Customer Changed Mind,8054.68
6291,64642,1862,2024-11-29,Customer Changed Mind,230.25
6292,47000,640,2025-07-25,Defective Product,5579.02
6293,79441,1344,2024-11-21,Defective Product,8907.79
6294,53459,172,2026-03-19,Wrong Item Delivered,8150.99
6295,24115,1221,2025-08-01,Late Delivery,9070.33
6296,21734,702,2025-01-12,Defective Product,6726.88
6297,52934,399,2024-11-19,Damaged Product,4573.18
6298,57830,374,2026-06-08,Late Delivery,3363.3
6299,27517,600,2025-08-04,Wrong Item Delivered,6942.42
6300,45526,1237,2025-06-12,Late Delivery,2177.79
6301,86571,1894,2025-08-29,Late Delivery,9323.36
6302,89432,1317,2025-09-30,Wrong Item Delivered,7032.31
6303,84021,1228,2024-10-01,Customer Changed Mind,964.44
6304,22781,2052,2026-05-09,Late Delivery,2493.85
6305,36305,2278,2025-08-05,Wrong Item Delivered,4818.15
6306,34734,1161,2025-02-08,Customer Changed Mind,1928.63
6307,93392,1742,2025-04-12,Damaged Product,7329.18
6308,36133,1681,2026-05-02,Wrong Item Delivered,9178.38
6309,72755,1951,2025-01-19,Defective Product,2789.47
6310,94898,1767,2025-01-06,Late Delivery,8000.1
6311,84110,79,2024-11-18,Defective Product,8568.23
6312,17432,2315,2025-08-12,Late Delivery,3937.78
6313,1311,2472,2025-07-11,Late Delivery,2242.24
6314,39878,1024,2026-07-07,Damaged Product,6869.6
6315,9752,2288,2024-12-07,Damaged Product,6121.82
6316,43287,1424,2026-02-10,Damaged Product,914.46
6317,23587,2083,2024-12-06,Wrong Item Delivered,6489.77
6318,72671,2455,2025-07-31,Wrong Item Delivered,7998.13
6319,63726,1382,2025-12-28,Customer Changed Mind,8607.28
6320,53766,1765,2024-11-14,Defective Product,9690.95
6321,21668,1743,2024-12-19,Late Delivery,1178.78
6322,53661,2278,2024-11-05,Damaged Product,1851.02
6323,9876,1709,2025-09-10,Customer Changed Mind,1642.78
6324,29948,81,2025-01-12,Late Delivery,1986.82
6325,71208,2341,2026-06-23,Customer Changed Mind,3417.39
6326,16339,2228,2025-04-09,Wrong Item Delivered,6772.35
6327,13960,1866,2024-11-10,Wrong Item Delivered,3059.07
6328,63477,1341,2025-11-30,Late Delivery,8730.28
6329,59202,2366,2025-10-23,Defective Product,438.29
6330,33347,1728,2025-05-30,Late Delivery,804.7
6331,17814,951,2025-05-23,Defective Product,6492.92
6332,69482,97,2025-03-24,Wrong Item Delivered,775.77
6333,58331,758,2026-02-20,Defective Product,3233.85
6334,63736,2214,2026-06-07,Late Delivery,7790.48
6335,87772,2448,2025-02-05,Defective Product,7867.24
6336,38487,1443,2025-07-10,Late Delivery,4481.82
6337,89055,312,2026-03-21,Late Delivery,5119.62
6338,5748,36,2025-05-14,Customer Changed Mind,2859.74
6339,44808,2129,2026-04-12,Wrong Item Delivered,4008.76
6340,55517,2027,2024-11-21,Customer Changed Mind,4763.11
6341,26871,1918,2025-11-19,Damaged Product,6157.03
6342,46430,2371,2026-03-10,Late Delivery,7188.81
6343,58670,325,2025-12-18,Customer Changed Mind,1854.03
6344,80969,1118,2025-10-07,Late Delivery,8350.19
6345,67467,29,2026-01-14,Damaged Product,1948.21
6346,96618,526,2025-03-18,Damaged Product,3170.37
6347,96033,1356,2026-01-22,Late Delivery,7059.2
6348,49578,1134,2025-04-25,Defective Product,6744.94
6349,99539,478,2024-11-20,Wrong Item Delivered,7039.37
6350,47341,458,2026-01-05,Customer Changed Mind,1075.94
6351,14498,240,2026-04-10,Late Delivery,8008.65
6352,75596,2206,2026-01-26,Wrong Item Delivered,1187.2
6353,46578,1350,2025-09-15,Customer Changed Mind,1511.34
6354,19177,1350,2026-03-03,Wrong Item Delivered,9445.05
6355,74292,1356,2026-05-03,Wrong Item Delivered,8963.02
6356,54460,104,2026-06-16,Customer Changed Mind,7416.42
6357,12254,491,2024-10-03,Customer Changed Mind,802.25
6358,49093,1979,2026-02-27,Late Delivery,3629.11
6359,22591,1749,2026-03-21,Damaged Product,6004.79
6360,27516,2163,2025-12-06,Defective Product,7360.84
6361,22100,642,2024-09-24,Late Delivery,4469.66
6362,56066,1790,2026-03-04,Defective Product,1479.11
6363,54170,2277,2025-02-10,Wrong Item Delivered,9730.51
6364,72568,2363,2024-08-31,Late Delivery,8840.18
6365,87366,815,2025-11-14,Wrong Item Delivered,6001.51
6366,4644,132,2026-01-18,Damaged Product,9907.96
6367,53807,35,2024-09-22,Customer Changed Mind,6411.15
6368,99037,220,2025-06-05,Damaged Product,6994.67
6369,81190,250,2026-02-08,Customer Changed Mind,7509.15
6370,31361,2407,2025-10-09,Late Delivery,2077.95
6371,13142,329,2025-02-04,Late Delivery,588.93
6372,28884,191,2024-08-09,Wrong Item Delivered,2458.43
6373,33433,1132,2026-04-30,Customer Changed Mind,6561.58
6374,42244,1611,2026-04-30,Defective Product,2548.17
6375,89898,2322,2026-04-18,Damaged Product,6456.78
6376,20369,1783,2025-12-08,Defective Product,636.45
6377,39823,1959,2025-02-17,Damaged Product,9229.8
6378,40262,2348,2025-11-12,Defective Product,2611.35
6379,50694,2394,2024-10-27,Defective Product,8021.68
6380,32205,1216,2025-04-28,Damaged Product,4627.33
6381,82791,1846,2024-11-01,Defective Product,8453.46
6382,3598,1452,2025-04-28,Wrong Item Delivered,4205.86
6383,32135,402,2026-01-31,Late Delivery,3997.53
6384,87841,1321,2024-11-24,Customer Changed Mind,6892.65
6385,78271,1767,2026-02-10,Late Delivery,6206.1
6386,40786,1182,2024-12-10,Wrong Item Delivered,6447.21
6387,882,1168,2024-08-14,Defective Product,1640.89
6388,74058,559,2025-02-17,Late Delivery,9888.38
6389,99504,1596,2026-02-19,Defective Product,7407.77
6390,73135,861,2026-02-28,Damaged Product,6906.03
6391,22613,1135,2025-03-31,Customer Changed Mind,1786.68
6392,38288,832,2026-06-06,Wrong Item Delivered,3770.76
6393,52073,1764,2024-11-06,Damaged Product,8040.09
6394,33989,1974,2026-02-17,Damaged Product,2584.12
6395,75905,2141,2024-12-18,Defective Product,5872.25
6396,19032,192,2025-04-14,Damaged Product,4667.53
6397,4964,212,2026-03-13,Damaged Product,4755.89
6398,81366,216,2025-04-24,Wrong Item Delivered,1746.02
6399,12481,146,2024-09-25,Wrong Item Delivered,6086.6
6400,70008,1579,2026-07-05,Wrong Item Delivered,5304.92
6401,62490,1601,2025-03-27,Damaged Product,3805.3
6402,88714,2305,2025-01-10,Customer Changed Mind,3007.22
6403,7589,1636,2024-08-14,Customer Changed Mind,9837.23
6404,38151,1450,2026-05-23,Defective Product,567.41
6405,64566,758,2025-06-04,Defective Product,3688.98
6406,51532,707,2025-07-13,Late Delivery,6625.8
6407,89365,506,2025-09-13,Defective Product,4197.19
6408,92140,66,2025-02-07,Customer Changed Mind,3827.89
6409,31882,1067,2025-07-29,Late Delivery,3311.28
